"Name","WAR","G...8","AB","R","H...11","HR...12","RBI","SB","BB...15","BA","OBP","SLG","OPS","W","L","ERA","WHIP","GS","SV","IP","H_A","HR_A","BB_A","SO_A","yearID","playerID","MVPCan"
"Ron Hunt",3.2,127,475,59,144,6,42,6,29,0.303,0.357,0.406,0.763,0,0,0,0,0,0,0,0,0,0,0,1964,"huntro01","yes"
"Barney Schultz",1.7,30,6,0,1,0,0,0,0,0.167,0.167,0.167,0.333,1,3,1.64,0.932,0,14,49.1,35,1,11,29,1964,"schulba01","yes"
"Willie Mays",11.2,157,558,118,177,52,112,9,76,0.317,0.398,0.645,1.043,0,0,0,0,0,0,0,0,0,0,0,1965,"mayswi01","yes"
"Sandy Koufax",8.6,43,113,4,20,0,7,0,10,0.177,0.242,0.195,0.437,26,8,2.04,0.855,41,2,335.2,216,26,71,382,1965,"koufasa01","yes"
"Maury Wills",5.2,158,650,92,186,0,33,94,40,0.286,0.33,0.329,0.66,0,0,0,0,0,0,0,0,0,0,0,1965,"willsma01","yes"
"Deron Johnson",4,159,616,92,177,32,130,0,52,0.287,0.34,0.515,0.854,0,0,0,0,0,0,0,0,0,0,0,1965,"johnsde01","yes"
"Don Drysdale",5.4,58,130,18,39,7,19,0,5,0.3,0.331,0.508,0.839,23,12,2.77,1.09,42,1,308.1,270,30,66,210,1965,"drysddo01","yes"
"Pete Rose",5.6,162,670,117,209,11,81,8,69,0.312,0.382,0.446,0.828,0,0,0,0,0,0,0,0,0,0,0,1965,"rosepe01","yes"
"Henry Aaron",7.9,150,570,109,181,32,89,24,60,0.318,0.379,0.56,0.938,0,0,0,0,0,0,0,0,0,0,0,1965,"aaronha01","yes"
"Roberto Clemente",7.1,152,589,91,194,10,65,8,43,0.329,0.378,0.463,0.842,0,0,0,0,0,0,0,0,0,0,0,1965,"clemero01","yes"
"Juan Marichal",10.5,39,98,2,17,0,9,0,1,0.173,0.18,0.204,0.384,22,13,2.13,0.914,37,1,295.1,224,27,46,240,1965,"maricju01","yes"
"Willie McCovey",5.8,160,540,93,149,39,92,0,88,0.276,0.381,0.539,0.92,0,0,0,0,0,0,0,0,0,0,0,1965,"mccovwi01","yes"
"Joe Torre",4.1,148,523,68,152,27,80,0,61,0.291,0.372,0.489,0.862,0,0,0,0,0,0,0,0,0,0,0,1965,"torrejo01","yes"
"Billy Williams",7.7,164,645,115,203,34,108,10,65,0.315,0.377,0.552,0.929,0,0,0,0,0,0,0,0,0,0,0,1965,"willibi01","yes"
"Frank Linzy",4.1,57,18,3,4,1,1,0,0,0.222,0.222,0.389,0.611,9,3,1.43,1.212,0,20,81.2,76,2,23,35,1965,"linzyfr01","yes"
"Willie Stargell",3.3,144,533,68,145,27,107,1,39,0.272,0.328,0.501,0.829,0,0,0,0,0,0,0,0,0,0,0,1965,"stargwi01","yes"
"Curt Flood",4.7,156,617,90,191,11,83,9,51,0.31,0.366,0.421,0.788,0,0,0,0,0,0,0,0,0,0,0,1965,"floodcu01","yes"
"Jim Ray Hart",3.6,160,591,91,177,23,96,6,47,0.299,0.349,0.487,0.837,0,0,0,0,0,0,0,0,0,0,0,1965,"hartji01","yes"
"Vern Law",5.3,34,82,9,20,1,6,0,0,0.244,0.244,0.28,0.524,17,9,2.15,0.998,28,0,217.1,182,17,35,101,1965,"lawve01","yes"
"Frank Robinson",5.1,156,582,109,172,33,113,13,70,0.296,0.386,0.54,0.925,0,0,0,0,0,0,0,0,0,0,0,1965,"robinfr02","yes"
"Ron Santo",7.7,164,608,88,173,33,101,3,88,0.285,0.378,0.51,0.888,0,0,0,0,0,0,0,0,0,0,0,1965,"santoro01","yes"
"Eddie Mathews",5.4,156,546,77,137,32,95,1,73,0.251,0.341,0.469,0.81,0,0,0,0,0,0,0,0,0,0,0,1965,"matheed01","yes"
"Leo Cardenas",4.2,156,557,65,160,11,57,1,60,0.287,0.355,0.431,0.786,0,0,0,0,0,0,0,0,0,0,0,1965,"cardele01","yes"
"Jim Lefebvre",4.6,157,544,57,136,12,69,3,71,0.25,0.337,0.369,0.706,0,0,0,0,0,0,0,0,0,0,0,1965,"lefebji01","yes"
"Jim Maloney",9,35,89,7,20,0,6,0,9,0.225,0.296,0.315,0.611,20,9,2.54,1.171,33,0,255.1,189,13,110,244,1965,"malonji01","yes"
"Johnny Callison",6.1,160,619,93,162,32,101,6,57,0.262,0.328,0.509,0.836,0,0,0,0,0,0,0,0,0,0,0,1965,"callijo01","yes"
"Lou Johnson",2.4,131,468,57,121,12,58,15,24,0.259,0.315,0.391,0.706,0,0,0,0,0,0,0,0,0,0,0,1965,"johnslo01","yes"
"Cookie Rojas",2.3,142,521,78,158,3,42,5,42,0.303,0.356,0.38,0.736,0,0,0,0,0,0,0,0,0,0,0,1965,"rojasco01","yes"
"John Roseboro",1.3,136,437,42,102,8,57,1,34,0.233,0.289,0.311,0.601,0,0,0,0,0,0,0,0,0,0,0,1965,"rosebjo01","yes"
"Dick Allen",6.4,161,619,93,187,20,85,15,74,0.302,0.375,0.494,0.87,0,0,0,0,0,0,0,0,0,0,0,1965,"allendi01","yes"
"Tony Cloninger",3.2,41,105,12,17,1,8,0,0,0.162,0.159,0.257,0.416,24,11,3.29,1.312,38,1,279,247,20,119,211,1965,"clonito01","yes"
"Jim Gilliam",2.8,111,372,54,104,4,39,9,53,0.28,0.374,0.384,0.758,0,0,0,0,0,0,0,0,0,0,0,1965,"gilliji01","yes"
"Joe Morgan",5.7,157,601,100,163,14,40,20,97,0.271,0.373,0.418,0.791,0,0,0,0,0,0,0,0,0,0,0,1965,"morgajo02","yes"
"Roberto Clemente",8.2,154,638,105,202,29,119,7,46,0.317,0.36,0.536,0.896,0,0,0,0,0,0,0,0,0,0,0,1966,"clemero01","yes"
"Sandy Koufax",9.7,41,118,5,9,0,5,0,5,0.076,0.113,0.102,0.215,27,9,1.73,0.985,41,0,323,241,19,77,317,1966,"koufasa01","yes"
"Willie Mays",9,152,552,99,159,37,103,5,70,0.288,0.368,0.556,0.924,0,0,0,0,0,0,0,0,0,0,0,1966,"mayswi01","yes"
"Dick Allen",7.5,141,524,112,166,40,110,10,68,0.317,0.396,0.632,1.027,0,0,0,0,0,0,0,0,0,0,0,1966,"allendi01","yes"
"Felipe Alou",6.2,154,666,122,218,31,74,5,24,0.327,0.361,0.533,0.894,0,0,0,0,0,0,0,0,0,0,0,1966,"aloufe01","yes"
"Juan Marichal",9.7,37,112,10,28,1,15,0,2,0.25,0.263,0.321,0.585,25,6,2.23,0.859,36,0,307.1,228,32,36,222,1966,"maricju01","yes"
"Phil Regan",5,65,21,2,3,0,0,0,3,0.143,0.25,0.143,0.393,14,1,1.62,0.934,0,21,116.2,85,6,24,88,1966,"reganph01","yes"
"Henry Aaron",7.9,158,603,117,168,44,127,21,76,0.279,0.356,0.539,0.895,0,0,0,0,0,0,0,0,0,0,0,1966,"aaronha01","yes"
"Matty Alou",3.3,141,535,86,183,2,27,23,24,0.342,0.373,0.421,0.793,0,0,0,0,0,0,0,0,0,0,0,1966,"alouma01","yes"
"Pete Rose",4.1,156,654,97,205,16,70,4,37,0.313,0.351,0.46,0.811,0,0,0,0,0,0,0,0,0,0,0,1966,"rosepe01","yes"
"Gene Alley",5.3,147,579,88,173,7,43,8,27,0.299,0.334,0.418,0.752,0,0,0,0,0,0,0,0,0,0,0,1966,"alleyge01","yes"
"Ron Santo",8.9,155,561,93,175,30,94,4,95,0.312,0.412,0.538,0.95,0,0,0,0,0,0,0,0,0,0,0,1966,"santoro01","yes"
"Orlando Cepeda",2.7,142,501,70,151,20,73,9,38,0.301,0.361,0.473,0.834,0,0,0,0,0,0,0,0,0,0,0,1966,"cepedor01","yes"
"John Roseboro",3.7,142,445,47,123,9,53,3,44,0.276,0.343,0.398,0.74,0,0,0,0,0,0,0,0,0,0,0,1966,"rosebjo01","yes"
"Willie Stargell",4.8,140,485,84,153,33,102,2,48,0.315,0.381,0.581,0.962,0,0,0,0,0,0,0,0,0,0,0,1966,"stargwi01","yes"
"Joe Torre",6.4,148,546,83,172,36,101,0,60,0.315,0.382,0.56,0.943,0,0,0,0,0,0,0,0,0,0,0,1966,"torrejo01","yes"
"Willie McCovey",5.9,150,502,85,148,36,96,2,76,0.295,0.391,0.586,0.977,0,0,0,0,0,0,0,0,0,0,0,1966,"mccovwi01","yes"
"Jim Lefebvre",5.3,152,544,69,149,24,74,1,48,0.274,0.333,0.46,0.793,0,0,0,0,0,0,0,0,0,0,0,1966,"lefebji01","yes"
"Gaylord Perry",5,36,86,4,16,0,2,0,1,0.186,0.195,0.198,0.393,21,8,2.99,1.103,35,0,255.2,242,15,40,201,1966,"perryga01","yes"
"Curt Flood",2.7,160,626,64,167,10,78,14,26,0.267,0.298,0.364,0.663,0,0,0,0,0,0,0,0,0,0,0,1966,"floodcu01","yes"
"Maury Wills",2.3,143,594,60,162,1,39,38,34,0.273,0.314,0.308,0.622,0,0,0,0,0,0,0,0,0,0,0,1966,"willsma01","yes"
"Rusty Staub",3.6,153,554,60,155,13,81,2,58,0.28,0.345,0.412,0.756,0,0,0,0,0,0,0,0,0,0,0,1966,"staubru01","yes"
"Glenn Beckert",0.5,153,656,73,188,1,59,10,26,0.287,0.317,0.348,0.664,0,0,0,0,0,0,0,0,0,0,0,1966,"beckegl01","yes"
"Jim Maloney",7.4,35,81,8,18,0,5,0,4,0.222,0.259,0.284,0.543,16,8,2.8,1.175,32,0,224.2,174,18,90,216,1966,"malonji01","yes"
"Bill Mazeroski",3,162,621,56,163,16,82,4,31,0.262,0.296,0.398,0.694,0,0,0,0,0,0,0,0,0,0,0,1966,"mazerbi01","yes"
"Bill White",5.3,159,577,85,159,22,103,16,68,0.276,0.352,0.451,0.803,0,0,0,0,0,0,0,0,0,0,0,1966,"whitebi03","yes"
"Lou Brock",3.4,156,643,94,183,15,46,74,31,0.285,0.32,0.429,0.749,0,0,0,0,0,0,0,0,0,0,0,1966,"brocklo01","yes"
"Willie Davis",2.7,153,624,74,177,11,61,21,15,0.284,0.302,0.405,0.708,0,0,0,0,0,0,0,0,0,0,0,1966,"daviswi02","yes"
"Bob Shaw",0.7,39,56,1,13,0,2,0,4,0.232,0.279,0.232,0.511,12,14,4.29,1.329,31,0,199.1,216,21,49,125,1966,"shawbo01","yes"
"Chris Short",2.5,42,106,6,22,0,4,0,1,0.208,0.215,0.217,0.432,20,10,3.54,1.195,39,0,272,257,28,68,177,1966,"shortch02","yes"
"Orlando Cepeda",6.8,151,563,91,183,25,111,11,62,0.325,0.399,0.524,0.923,0,0,0,0,0,0,0,0,0,0,0,1967,"cepedor01","yes"
"Tim McCarver",6,138,471,68,139,14,69,8,54,0.295,0.369,0.452,0.822,0,0,0,0,0,0,0,0,0,0,0,1967,"mccarti01","yes"
"Roberto Clemente",9,147,585,103,209,23,110,9,41,0.357,0.4,0.554,0.954,0,0,0,0,0,0,0,0,0,0,0,1967,"clemero01","yes"
"Ron Santo",9.8,161,586,107,176,31,98,1,96,0.3,0.395,0.512,0.906,0,0,0,0,0,0,0,0,0,0,0,1967,"santoro01","yes"
"Henry Aaron",8.5,155,600,113,184,39,109,17,63,0.307,0.369,0.573,0.943,0,0,0,0,0,0,0,0,0,0,0,1967,"aaronha01","yes"
"Mike McCormick",4.2,41,84,8,10,1,5,0,4,0.119,0.157,0.179,0.336,22,10,2.85,1.147,35,0,262.1,220,25,81,150,1967,"mccormi03","yes"
"Lou Brock",5.6,159,689,113,206,21,76,52,24,0.299,0.327,0.472,0.799,0,0,0,0,0,0,0,0,0,0,0,1967,"brocklo01","yes"
"Tony Perez",3.2,156,600,78,174,26,102,0,33,0.29,0.328,0.49,0.818,0,0,0,0,0,0,0,0,0,0,0,1967,"perezto01","yes"
"Julian Javier",2.6,140,520,68,146,14,64,6,25,0.281,0.314,0.404,0.718,0,0,0,0,0,0,0,0,0,0,0,1967,"javieju01","yes"
"Pete Rose",4.8,148,585,86,176,12,76,11,56,0.301,0.364,0.444,0.808,0,0,0,0,0,0,0,0,0,0,0,1967,"rosepe01","yes"
"Jim Wynn",5.3,158,594,102,148,37,107,16,74,0.249,0.331,0.495,0.826,0,0,0,0,0,0,0,0,0,0,0,1967,"wynnji01","yes"
"Fergie Jenkins",5.2,39,93,5,14,0,10,0,6,0.151,0.2,0.204,0.404,20,13,2.8,1.082,38,0,289.1,230,30,83,236,1967,"jenkife01","yes"
"Curt Flood",5.3,134,514,68,172,5,50,2,37,0.335,0.378,0.414,0.793,0,0,0,0,0,0,0,0,0,0,0,1967,"floodcu01","yes"
"Ernie Banks",2.4,151,573,68,158,23,95,2,27,0.276,0.31,0.455,0.765,0,0,0,0,0,0,0,0,0,0,0,1967,"bankser01","yes"
"Nelson Briles",3.6,49,40,5,6,0,0,0,3,0.15,0.209,0.15,0.359,14,5,2.43,1.152,14,6,155.1,139,8,40,94,1967,"brilene01","yes"
"Rusty Staub",5.1,149,546,71,182,10,74,0,60,0.333,0.398,0.473,0.871,0,0,0,0,0,0,0,0,0,0,0,1967,"staubru01","yes"
"Jim Ray Hart",5.8,158,578,98,167,29,99,1,77,0.289,0.373,0.509,0.882,0,0,0,0,0,0,0,0,0,0,0,1967,"hartji01","yes"
"Dick Hughes",3.9,40,78,3,10,0,4,0,2,0.128,0.15,0.128,0.278,16,6,2.67,0.954,27,3,222.1,164,22,48,161,1967,"hughedi01","yes"
"Dick Allen",5.3,122,463,89,142,23,77,20,75,0.307,0.404,0.566,0.97,0,0,0,0,0,0,0,0,0,0,0,1967,"allendi01","yes"
"Ted Abernathy",6,70,17,0,1,0,2,0,0,0.059,0.059,0.059,0.118,6,3,1.27,0.978,0,28,106.1,63,1,41,88,1967,"abernte02","yes"
"Clete Boyer",3,154,572,63,140,26,96,6,39,0.245,0.292,0.423,0.715,0,0,0,0,0,0,0,0,0,0,0,1967,"boyercl02","yes"
"Jim Bunning",8,40,104,8,17,2,12,0,1,0.163,0.171,0.25,0.421,17,15,2.29,1.039,40,0,302.1,241,18,73,253,1967,"bunniji01","yes"
"Bob Gibson",2.7,27,60,7,8,0,3,0,8,0.133,0.235,0.133,0.369,13,7,2.98,1.089,24,0,175.1,151,10,40,147,1967,"gibsobo01","yes"
"Randy Hundley",3.9,152,539,68,144,14,60,2,44,0.267,0.322,0.403,0.725,0,0,0,0,0,0,0,0,0,0,0,1967,"hundlra01","yes"
"Tom Seaver",6.7,36,77,5,11,0,5,2,8,0.143,0.23,0.169,0.399,16,13,2.76,1.203,34,0,251,224,19,78,170,1967,"seaveto01","yes"
"Gene Alley",4.8,152,550,59,158,6,55,10,36,0.287,0.337,0.391,0.728,0,0,0,0,0,0,0,0,0,0,0,1967,"alleyge01","yes"
"Tommy Davis",2.7,154,577,72,174,16,73,9,31,0.302,0.342,0.44,0.782,0,0,0,0,0,0,0,0,0,0,0,1967,"davisto02","yes"
"Tony Gonzalez",5.4,149,508,74,172,9,59,10,47,0.339,0.396,0.472,0.869,0,0,0,0,0,0,0,0,0,0,0,1967,"gonzato01","yes"
"Willie McCovey",5,135,456,73,126,31,91,3,71,0.276,0.378,0.535,0.913,0,0,0,0,0,0,0,0,0,0,0,1967,"mccovwi01","yes"
"Bob Gibson",11.9,35,94,3,16,0,6,1,7,0.17,0.233,0.223,0.456,22,9,1.12,0.853,34,0,304.2,198,11,62,268,1968,"gibsobo01","yes"
"Pete Rose",5.5,149,626,94,210,10,49,3,56,0.335,0.391,0.47,0.861,0,0,0,0,0,0,0,0,0,0,0,1968,"rosepe01","yes"
"Willie McCovey",7,148,523,81,153,36,105,4,72,0.293,0.378,0.545,0.923,0,0,0,0,0,0,0,0,0,0,0,1968,"mccovwi01","yes"
"Curt Flood",4.1,150,618,71,186,5,60,11,33,0.301,0.339,0.366,0.705,0,0,0,0,0,0,0,0,0,0,0,1968,"floodcu01","yes"
"Juan Marichal",5.6,38,123,8,20,0,5,0,2,0.163,0.181,0.195,0.376,26,9,2.43,1.047,38,0,325.2,295,21,46,218,1968,"maricju01","yes"
"Lou Brock",5.8,159,660,92,184,6,51,62,46,0.279,0.328,0.418,0.746,0,0,0,0,0,0,0,0,0,0,0,1968,"brocklo01","yes"
"Mike Shannon",3.6,156,576,62,153,15,79,1,37,0.266,0.309,0.401,0.71,0,0,0,0,0,0,0,0,0,0,0,1968,"shannmi01","yes"
"Billy Williams",4.6,163,642,91,185,30,98,4,48,0.288,0.336,0.5,0.836,0,0,0,0,0,0,0,0,0,0,0,1968,"willibi01","yes"
"Glenn Beckert",5.6,155,643,98,189,4,37,8,31,0.294,0.326,0.369,0.695,0,0,0,0,0,0,0,0,0,0,0,1968,"beckegl01","yes"
"Felipe Alou",6.6,160,662,72,210,11,57,12,48,0.317,0.365,0.438,0.803,0,0,0,0,0,0,0,0,0,0,0,1968,"aloufe01","yes"
"Matty Alou",5.4,146,558,59,185,0,52,18,27,0.332,0.362,0.396,0.758,0,0,0,0,0,0,0,0,0,0,0,1968,"alouma01","yes"
"Henry Aaron",6.8,160,606,84,174,29,86,28,64,0.287,0.354,0.498,0.852,0,0,0,0,0,0,0,0,0,0,0,1968,"aaronha01","yes"
"Ernie Banks",3.5,150,552,71,136,32,83,2,27,0.246,0.287,0.469,0.756,0,0,0,0,0,0,0,0,0,0,0,1968,"bankser01","yes"
"Jerry Koosman",6,35,91,3,7,1,4,0,3,0.077,0.106,0.121,0.227,19,12,2.08,1.1,34,0,263.2,221,16,69,178,1968,"koosmje01","yes"
"Willie Mays",6.3,148,498,84,144,23,79,12,67,0.289,0.372,0.488,0.86,0,0,0,0,0,0,0,0,0,0,0,1968,"mayswi01","yes"
"Johnny Bench",5,154,564,67,155,15,82,1,31,0.275,0.311,0.433,0.743,0,0,0,0,0,0,0,0,0,0,0,1968,"benchjo01","yes"
"Phil Regan",3.2,73,21,3,3,0,1,0,0,0.143,0.182,0.19,0.372,12,5,2.27,1.069,0,25,134.2,119,10,25,67,1968,"reganph01","yes"
"Fergie Jenkins",6.6,40,100,4,16,1,10,0,6,0.16,0.208,0.23,0.438,20,15,2.63,1.039,40,0,308,255,26,65,260,1968,"jenkife01","yes"
"Tony Perez",5.9,160,625,93,176,18,92,3,51,0.282,0.338,0.43,0.769,0,0,0,0,0,0,0,0,0,0,0,1968,"perezto01","yes"
"Nelson Briles",2.1,33,80,5,11,0,5,0,4,0.138,0.186,0.163,0.349,19,11,2.81,1.256,33,0,243.2,251,18,55,141,1968,"brilene01","yes"
"Dal Maxvill",2.6,151,459,51,116,1,24,0,52,0.253,0.329,0.298,0.627,0,0,0,0,0,0,0,0,0,0,0,1968,"maxvida01","yes"
"Steve Blass",2.4,35,80,7,11,0,8,0,2,0.138,0.155,0.15,0.305,18,6,2.12,1.126,31,0,220.1,191,13,57,132,1968,"blassst01","yes"
"Tom Haller",4.8,144,474,37,135,4,53,1,46,0.285,0.345,0.388,0.733,0,0,0,0,0,0,0,0,0,0,0,1968,"halleto01","yes"
"Ron Santo",6.4,162,577,86,142,26,98,3,96,0.246,0.354,0.421,0.775,0,0,0,0,0,0,0,0,0,0,0,1968,"santoro01","yes"
"Clay Carroll",2.4,68,29,2,6,0,2,0,1,0.207,0.233,0.207,0.44,7,8,2.69,1.153,1,17,144,128,4,38,71,1968,"carrocl02","yes"
"Tommy Helms",1.8,127,507,35,146,2,47,5,12,0.288,0.305,0.363,0.668,0,0,0,0,0,0,0,0,0,0,0,1968,"helmsto01","yes"
"Willie McCovey",8.1,149,491,101,157,45,126,0,121,0.32,0.453,0.656,1.108,0,0,0,0,0,0,0,0,0,0,0,1969,"mccovwi01","yes"
"Tom Seaver",7.2,39,91,7,11,0,6,1,7,0.121,0.2,0.154,0.354,25,7,2.21,1.039,35,0,273.1,202,24,82,208,1969,"seaveto01","yes"
"Henry Aaron",8.1,147,547,100,164,44,97,9,87,0.3,0.396,0.607,1.003,0,0,0,0,0,0,0,0,0,0,0,1969,"aaronha01","yes"
"Pete Rose",6.6,156,627,120,218,16,82,7,88,0.348,0.428,0.512,0.94,0,0,0,0,0,0,0,0,0,0,0,1969,"rosepe01","yes"
"Ron Santo",5.5,160,575,97,166,29,123,1,96,0.289,0.384,0.485,0.869,0,0,0,0,0,0,0,0,0,0,0,1969,"santoro01","yes"
"Tommie Agee",5.2,149,565,97,153,26,76,12,59,0.271,0.342,0.464,0.806,0,0,0,0,0,0,0,0,0,0,0,1969,"ageeto01","yes"
"Cleon Jones",7,137,483,92,164,12,75,16,64,0.34,0.422,0.482,0.904,0,0,0,0,0,0,0,0,0,0,0,1969,"jonescl01","yes"
"Roberto Clemente",7.5,138,507,87,175,19,91,4,56,0.345,0.411,0.544,0.955,0,0,0,0,0,0,0,0,0,0,0,1969,"clemero01","yes"
"Phil Niekro",6.3,40,95,11,20,0,7,0,2,0.211,0.227,0.253,0.479,23,13,2.56,1.027,35,1,284.1,235,21,57,193,1969,"niekrph01","yes"
"Tony Perez",6,160,629,103,185,37,122,4,63,0.294,0.357,0.526,0.883,0,0,0,0,0,0,0,0,0,0,0,1969,"perezto01","yes"
"Maury Wills",3.9,151,623,80,171,4,47,40,59,0.274,0.337,0.335,0.673,0,0,0,0,0,0,0,0,0,0,0,1969,"willsma01","yes"
"Ernie Banks",-0.7,155,565,60,143,23,106,0,42,0.253,0.309,0.416,0.725,0,0,0,0,0,0,0,0,0,0,0,1969,"bankser01","yes"
"Johnny Bench",6.2,148,532,83,156,26,90,6,49,0.293,0.353,0.487,0.84,0,0,0,0,0,0,0,0,0,0,0,1969,"benchjo01","yes"
"Rico Carty",3.1,104,304,47,104,16,58,0,32,0.342,0.401,0.549,0.951,0,0,0,0,0,0,0,0,0,0,0,1969,"cartyri01","yes"
"Tony Gonzalez",4.4,142,502,68,135,12,58,4,46,0.269,0.338,0.386,0.724,0,0,0,0,0,0,0,0,0,0,0,1969,"gonzato01","yes"
"Wayne Granger",1.2,90,21,0,2,0,0,0,3,0.095,0.208,0.095,0.304,9,6,2.8,1.265,0,27,144.2,143,10,40,68,1969,"grangwa01","yes"
"Ron Hunt",4.1,128,478,72,125,3,41,9,51,0.262,0.361,0.341,0.702,0,0,0,0,0,0,0,0,0,0,0,1969,"huntro01","yes"
"Don Kessinger",4,158,664,109,181,4,53,11,61,0.273,0.332,0.366,0.698,0,0,0,0,0,0,0,0,0,0,0,1969,"kessido01","yes"
"Denis Menke",2.5,154,553,72,149,10,90,2,87,0.269,0.369,0.387,0.756,0,0,0,0,0,0,0,0,0,0,0,1969,"menkede01","yes"
"Jim Wynn",7.1,149,495,113,133,33,87,23,148,0.269,0.436,0.507,0.943,0,0,0,0,0,0,0,0,0,0,0,1969,"wynnji01","yes"
"Willie Davis",4.7,129,498,66,155,11,59,24,33,0.311,0.356,0.456,0.811,0,0,0,0,0,0,0,0,0,0,0,1969,"daviswi02","yes"
"Willie Stargell",5.2,145,522,89,160,29,92,1,61,0.307,0.382,0.556,0.938,0,0,0,0,0,0,0,0,0,0,0,1969,"stargwi01","yes"
"Matty Alou",4.6,162,698,105,231,1,48,22,42,0.331,0.369,0.411,0.78,0,0,0,0,0,0,0,0,0,0,0,1969,"alouma01","yes"
"Larry Dierker",8.4,39,118,7,17,1,7,0,2,0.144,0.158,0.186,0.345,20,13,2.33,1.022,37,0,305.1,240,18,72,232,1969,"dierkla01","yes"
"Jerry Koosman",4.9,32,84,1,4,0,1,0,1,0.048,0.059,0.048,0.106,17,9,2.28,1.058,32,0,241,187,14,68,180,1969,"koosmje01","yes"
"Juan Marichal",7.6,38,109,3,15,0,3,0,4,0.138,0.167,0.165,0.332,21,11,2.1,0.994,36,0,299.2,244,15,54,205,1969,"maricju01","yes"
"Joe Torre",3,159,602,72,174,18,101,0,66,0.289,0.361,0.447,0.808,0,0,0,0,0,0,0,0,0,0,0,1969,"torrejo01","yes"
"Billy Williams",2.8,163,642,103,188,21,95,3,59,0.293,0.355,0.474,0.828,0,0,0,0,0,0,0,0,0,0,0,1969,"willibi01","yes"
"Tom Haller",2.1,134,445,46,117,6,39,0,48,0.263,0.337,0.357,0.694,0,0,0,0,0,0,0,0,0,0,0,1969,"halleto01","yes"
"Bobby Bonds",6.3,158,622,120,161,32,90,45,81,0.259,0.351,0.473,0.824,0,0,0,0,0,0,0,0,0,0,0,1969,"bondsbo01","yes"
"Bob Gibson",11.3,37,118,11,29,1,8,5,3,0.246,0.262,0.322,0.584,20,13,2.18,1.102,35,0,314,251,12,95,269,1969,"gibsobo01","yes"
"Randy Hundley",3.7,151,522,67,133,18,64,2,61,0.255,0.334,0.391,0.725,0,0,0,0,0,0,0,0,0,0,0,1969,"hundlra01","yes"
"Lee May",3.8,158,607,85,169,38,110,5,45,0.278,0.331,0.529,0.86,0,0,0,0,0,0,0,0,0,0,0,1969,"mayle01","yes"
"Wes Parker",3.7,132,471,76,131,13,68,4,56,0.278,0.353,0.427,0.78,0,0,0,0,0,0,0,0,0,0,0,1969,"parkewe01","yes"
"Ted Sizemore",4.2,159,590,69,160,4,46,5,45,0.271,0.328,0.342,0.67,0,0,0,0,0,0,0,0,0,0,0,1969,"sizemte01","yes"
"Orlando Cepeda",3.3,154,573,74,147,22,88,12,55,0.257,0.325,0.428,0.753,0,0,0,0,0,0,0,0,0,0,0,1969,"cepedor01","yes"
"Johnny Edwards",1.5,151,496,52,115,6,50,2,53,0.232,0.306,0.333,0.639,0,0,0,0,0,0,0,0,0,0,0,1969,"edwarjo01","yes"
"Rusty Staub",6.2,158,549,89,166,29,79,3,110,0.302,0.426,0.526,0.952,0,0,0,0,0,0,0,0,0,0,0,1969,"staubru01","yes"
"Johnny Bench",7.4,158,605,97,177,45,148,5,54,0.293,0.345,0.587,0.932,0,0,0,0,0,0,0,0,0,0,0,1970,"benchjo01","yes"
"Billy Williams",6.6,161,636,137,205,42,129,7,72,0.322,0.391,0.586,0.977,0,0,0,0,0,0,0,0,0,0,0,1970,"willibi01","yes"
"Tony Perez",7.2,158,587,107,186,40,129,8,83,0.317,0.401,0.589,0.99,0,0,0,0,0,0,0,0,0,0,0,1970,"perezto01","yes"
"Bob Gibson",10.1,40,109,14,33,2,19,0,8,0.303,0.347,0.404,0.751,23,7,3.12,1.19,34,0,294,262,13,88,274,1970,"gibsobo01","yes"
"Wes Parker",5.2,161,614,84,196,10,111,8,79,0.319,0.392,0.458,0.85,0,0,0,0,0,0,0,0,0,0,0,1970,"parkewe01","yes"
"Dave Giusti",1.9,66,16,1,3,0,3,0,3,0.188,0.316,0.313,0.628,9,3,3.06,1.33,1,26,103,98,7,39,85,1970,"giustda01","yes"
"Pete Rose",4.8,159,649,120,205,15,52,12,73,0.316,0.385,0.47,0.855,0,0,0,0,0,0,0,0,0,0,0,1970,"rosepe01","yes"
"Jim Hickman",5,149,514,102,162,32,115,0,93,0.315,0.419,0.582,1.001,0,0,0,0,0,0,0,0,0,0,0,1970,"hickmji02","yes"
"Willie McCovey",6.6,152,495,98,143,39,126,0,137,0.289,0.444,0.612,1.056,0,0,0,0,0,0,0,0,0,0,0,1970,"mccovwi01","yes"
"Rico Carty",5.8,136,478,84,175,25,101,1,77,0.366,0.454,0.584,1.037,0,0,0,0,0,0,0,0,0,0,0,1970,"cartyri01","yes"
"Manny Sanguillen",4.1,128,486,63,158,7,61,2,17,0.325,0.344,0.444,0.788,0,0,0,0,0,0,0,0,0,0,0,1970,"sanguma01","yes"
"Roberto Clemente",5.5,108,412,65,145,14,60,3,38,0.352,0.407,0.556,0.963,0,0,0,0,0,0,0,0,0,0,0,1970,"clemero01","yes"
"Donn Clendenon",3,121,396,65,114,22,97,4,39,0.288,0.348,0.515,0.863,0,0,0,0,0,0,0,0,0,0,0,1970,"clenddo01","yes"
"Gaylord Perry",7.2,41,120,7,14,1,7,0,0,0.117,0.123,0.167,0.29,23,13,3.2,1.144,41,0,328.2,292,27,84,214,1970,"perryga01","yes"
